topic,word_count,study_times,total_time_mins,gap_days,confidence,quiz_score,days_since_last,burn_rate_days
Software Engineering,2589,12,259,13,6,40,5,5
Software Engineering,2114,12,38,7,8,49,20,5
Anatomy,4098,2,289,9,10,59,10,15
Chemistry,1190,15,167,12,1,72,22,1
Hindi,1006,11,206,6,9,86,8,12
Mathematics,766,1,222,6,1,49,19,4
Chemistry,2990,9,334,7,7,44,20,5
Biology,3971,10,253,7,5,73,1,12
Auditing,3820,6,359,14,4,99,10,4
Social Studies,969,13,63,4,5,55,21,3
Artificial Intelligence,2323,13,130,2,10,44,21,10
Computer Networks,3323,7,191,11,5,45,16,2
Anatomy,4585,9,69,11,9,37,25,1
Social Studies,4433,1,473,9,7,94,22,15
Mathematics,1786,8,52,9,1,90,22,1
Geography,3020,13,370,9,4,49,4,7
Computer Networks,2309,3,414,12,4,82,15,5
History,1264,1,103,3,5,63,14,10
Pathology,3762,15,398,2,1,51,15,6
DBMS,2898,6,376,7,10,95,19,11
Financial Accounting,3966,2,360,12,3,68,30,1
Microbiology,4733,13,365,2,3,71,21,6
Social Studies,3246,8,435,3,10,95,6,20
Biochemistry,3497,7,255,14,6,89,30,1
DBMS,1227,8,388,9,2,94,5,6
Mathematics,811,4,119,12,6,68,12,3
Cost Accounting,3110,9,158,7,4,41,11,5
Software Engineering,1735,15,452,7,7,63,29,1
Corporate Finance,3930,3,197,14,5,52,30,1
Artificial Intelligence,4083,7,453,6,4,33,3,11
Auditing,918,1,258,2,3,74,8,15
Corporate Finance,3979,7,115,10,3,43,30,1
History,4093,8,316,12,8,76,30,1
Artificial Intelligence,4851,12,275,1,9,74,23,12
Social Studies,2716,5,240,6,10,94,1,18
Computer Networks,3262,6,300,6,3,65,24,2
Compiler Design,513,15,343,9,10,83,10,10
Biology,849,13,43,1,2,42,6,8
Physiology,3932,5,452,12,8,61,16,7
Physiology,2292,9,196,10,9,42,28,1
Computer Networks,3748,2,118,5,2,88,9,8
Biology,1449,8,46,14,7,74,11,2
Economics,787,10,52,1,7,97,10,13
Mathematics,1815,7,315,10,10,51,3,13
Machine Learning,3573,14,106,12,1,99,26,1
Pathology,3249,6,426,6,6,53,30,3
Data Structures,856,13,446,9,7,81,29,1
Compiler Design,3685,13,360,13,6,71,21,1
Biology,1155,10,421,12,2,92,21,1
Computer Networks,2545,2,137,1,8,83,9,17
Economics,1499,9,130,12,6,68,2,7
Social Studies,2658,8,463,11,10,79,17,8
Social Studies,408,9,243,9,9,83,5,11
Algorithms,3033,1,140,14,7,71,11,6
Data Structures,719,8,176,13,6,46,24,1
Hindi,4338,2,377,9,8,37,9,14
Biochemistry,2796,8,461,1,10,86,8,20
Algorithms,3133,7,321,9,3,66,25,1
Microbiology,4854,2,320,8,7,88,5,17
Mathematics,3967,6,123,8,10,35,20,7
Science,2192,4,283,8,7,93,22,6
Compiler Design,2334,5,335,2,10,92,7,20
Microbiology,361,12,250,11,9,75,21,3
Geography,3316,2,304,12,9,50,3,14
English,1800,13,141,3,7,70,20,8
Computer Networks,498,13,219,7,4,34,10,4
Pathology,2411,10,198,3,7,41,11,11
Corporate Finance,3535,14,214,4,1,59,20,2
Machine Learning,934,14,462,9,3,76,3,6
Mathematics,2142,5,304,10,7,99,4,11
Biology,1657,11,30,5,6,83,21,5
Management Accounting,3875,4,274,11,6,94,0,12
Geography,4122,9,139,4,10,70,9,16
Auditing,4111,6,438,2,3,46,0,15
Physics,1940,8,237,9,2,56,24,1
English,4477,4,48,7,2,53,24,1
Biochemistry,1448,5,364,12,6,80,7,7
Cyber Security,2831,10,176,14,7,60,15,1
Geography,4855,10,205,14,9,54,10,6
Hindi,2580,14,84,1,4,90,8,12
Compiler Design,4792,12,358,12,1,79,16,1
Pharmacology,652,13,419,7,4,78,15,4
DBMS,746,4,381,3,9,34,2,19
Artificial Intelligence,2322,8,58,6,7,41,6,10
Social Studies,600,2,154,1,3,86,11,11
Science,3156,13,78,8,2,74,8,4
Economics,2112,6,103,2,5,91,7,13
Mathematics,4430,3,127,1,10,91,12,18
Microbiology,3242,9,220,4,2,30,27,1
Microbiology,2149,4,341,2,9,72,13,16
English,352,9,223,3,9,51,27,6
Biology,2443,9,252,13,3,43,7,1
Management Accounting,1401,3,138,11,10,91,7,11
Machine Learning,1216,6,407,8,3,85,26,1
Operating Systems,1798,6,329,14,8,56,7,6
Compiler Design,2774,9,454,2,3,96,23,6
Anatomy,2724,13,279,4,6,44,29,2
Algorithms,3446,9,462,5,5,74,10,11
Corporate Finance,4467,9,215,6,3,93,1,11
Cost Accounting,3590,5,166,13,9,83,12,7
Science,2105,8,421,10,3,42,1,7
Science,1667,12,54,11,5,44,25,1
Geography,4562,14,352,10,10,57,9,11
Cost Accounting,2350,11,140,5,10,43,0,17
DBMS,3836,10,142,8,10,47,0,15
Social Studies,2943,5,143,9,1,43,13,1
Pharmacology,2754,7,205,6,9,92,16,11
Physics,3543,10,355,13,7,50,0,9
Corporate Finance,437,12,333,5,4,66,21,3
English,2917,3,454,9,9,34,17,11
Cyber Security,4069,14,321,11,8,56,4,10
Microbiology,3166,4,150,7,4,83,10,7
DBMS,741,9,38,3,8,74,4,14
Auditing,4105,9,340,5,1,60,12,5
Corporate Finance,2829,5,264,5,1,41,25,1
Algorithms,866,15,282,5,1,73,17,1
Microbiology,450,7,216,6,4,40,1,9
Social Studies,3219,11,107,6,5,88,17,6
Management Accounting,1707,3,163,3,5,67,7,12
Machine Learning,4899,13,138,2,4,95,16,9
Mathematics,1930,8,352,3,7,62,1,16
Machine Learning,3734,10,91,1,10,33,6,18
Microbiology,308,5,94,9,5,45,26,1
Software Engineering,2024,5,416,12,10,98,21,7
Anatomy,1826,15,215,13,7,58,25,1
Pathology,3951,13,60,9,7,86,1,12
Mathematics,4079,6,176,14,10,36,20,3
Microbiology,3440,11,153,7,9,68,0,15
Anatomy,1510,15,138,14,5,30,5,1
Physics,2483,1,183,7,4,89,1,14
Algorithms,967,6,416,8,2,47,9,4
Algorithms,3637,10,458,2,5,47,21,8
Compiler Design,3843,14,470,9,3,33,11,3
Financial Accounting,821,1,187,6,9,80,0,19
Biology,717,13,89,7,9,57,29,2
Anatomy,673,13,287,5,2,58,23,1
Microbiology,2656,10,430,5,1,94,19,3
Science,4719,8,173,12,9,37,6,9
English,884,2,307,3,6,79,4,17
Pathology,3594,8,407,7,1,51,29,1
History,3730,6,249,7,5,77,26,2
Economics,2108,13,355,11,5,65,9,4
Biology,2592,8,416,12,1,87,15,1
Artificial Intelligence,3128,10,67,11,6,55,29,1
Compiler Design,2848,8,368,2,9,70,19,13
Algorithms,1844,2,260,11,6,49,29,1
Biochemistry,3530,13,334,1,5,48,22,7
English,3419,3,271,12,10,97,21,8
Cyber Security,4116,3,259,2,7,71,13,15
Hindi,659,12,71,1,3,41,24,2
Operating Systems,2490,6,181,9,9,41,8,10
DBMS,4055,8,232,12,2,71,27,1
English,2655,2,143,5,7,51,6,13
Operating Systems,3823,8,234,13,5,61,28,1
Compiler Design,2188,14,401,10,4,70,8,5
Management Accounting,3322,11,37,10,2,30,20,1
Auditing,4505,12,282,1,5,83,11,13
Software Engineering,2556,14,341,7,5,31,29,1
Economics,2325,2,258,1,4,81,0,19
Cost Accounting,1072,15,277,2,8,77,7,15
Software Engineering,521,14,304,13,9,80,21,1
Computer Networks,838,5,166,6,2,53,9,4
Geography,4439,5,438,1,8,76,1,22
English,1589,9,350,12,7,89,18,3
History,4005,8,146,5,6,76,26,4
Biology,1426,13,466,10,10,42,26,3
Financial Accounting,3277,4,293,7,3,53,4,9
Cyber Security,1470,8,46,2,1,73,11,6
Pharmacology,2776,7,284,14,2,87,26,1
Artificial Intelligence,1173,14,404,13,5,61,13,1
Pathology,4451,13,328,2,2,100,28,3
Physiology,2435,6,83,12,5,80,2,6
Science,1136,8,237,2,10,86,6,18
Anatomy,3762,13,467,7,10,56,4,16
Cyber Security,489,12,254,9,3,57,4,5
Data Structures,3063,12,161,13,2,64,3,2
Hindi,2049,15,460,7,8,94,16,9
History,4004,11,172,1,7,74,14,13
Corporate Finance,4724,14,395,12,4,98,22,1
Mathematics,2089,4,140,12,5,38,15,1
Mathematics,4903,10,181,1,1,36,23,3
Anatomy,1008,2,478,6,1,68,2,13
Algorithms,4856,5,240,8,6,32,12,8
Mathematics,2846,2,202,10,8,85,6,12
Economics,1266,9,237,13,2,52,0,2
Pharmacology,1133,7,304,3,2,44,5,9
Corporate Finance,4730,7,447,8,4,43,14,6
Physics,2915,9,439,6,4,96,22,4
Mathematics,2020,2,58,10,10,39,13,7
Cost Accounting,2859,7,260,4,6,89,12,11
Machine Learning,2258,15,407,10,10,63,13,9
Pharmacology,1994,3,201,13,5,69,28,1
Pharmacology,3725,13,322,3,7,88,26,7
Pathology,2667,12,457,10,3,30,23,1
Economics,3166,8,309,14,3,80,12,1
Chemistry,3910,10,291,13,2,81,15,1
Cyber Security,3164,5,204,12,8,79,30,1
Microbiology,3166,12,207,5,4,100,1,12
DBMS,4697,11,171,10,1,66,16,1
Biology,473,5,200,8,5,70,12,5
Financial Accounting,4434,10,70,6,9,77,15,11
Physiology,1933,15,384,14,1,100,8,1
Algorithms,480,2,435,1,4,37,24,10
Physiology,2840,14,246,6,6,82,19,6
Auditing,2424,1,449,12,9,66,7,19
Microbiology,4985,4,375,10,10,57,14,12
Operating Systems,4742,12,236,6,8,90,26,6
Science,4488,14,459,11,3,53,20,1
Anatomy,1337,3,239,7,3,42,7,7
Chemistry,3144,14,240,4,2,38,8,7
Anatomy,4828,9,177,6,8,91,16,10
Compiler Design,3406,7,411,6,5,77,20,6
Hindi,2939,12,60,7,1,50,22,1
Compiler Design,1251,7,344,6,10,68,17,11
Machine Learning,1304,13,248,4,3,45,14,5
DBMS,1499,9,276,9,5,83,12,5
Economics,1225,3,92,4,7,37,4,13
Financial Accounting,3713,7,77,12,7,89,13,5
Microbiology,2999,9,92,3,3,91,10,9
Social Studies,4045,9,350,8,4,74,1,11
Pharmacology,2999,7,141,8,9,33,6,11
Hindi,563,7,366,3,10,69,16,13
DBMS,2619,4,291,13,5,56,1,8
Social Studies,4712,9,443,5,2,93,2,12
History,1613,4,278,9,10,91,29,5
Algorithms,995,13,221,6,5,98,23,3
DBMS,2402,8,191,8,8,40,17,6
Compiler Design,3364,7,181,12,8,59,16,4
Cost Accounting,2150,12,420,2,4,88,4,14
Social Studies,1453,14,385,11,7,44,14,3
Pharmacology,677,14,350,3,9,94,11,14
Cyber Security,3984,6,221,8,10,84,27,6
Algorithms,1431,11,32,2,4,38,13,7
Biochemistry,1221,7,105,9,1,97,27,1
Geography,2742,9,448,6,9,90,9,14
Management Accounting,344,3,132,11,6,63,19,1
Algorithms,1086,1,444,14,1,59,27,1
Machine Learning,1774,12,459,4,5,100,27,4
Financial Accounting,1425,7,447,14,1,91,18,1
Economics,4724,9,143,14,4,68,19,1
Corporate Finance,4062,6,36,7,1,62,13,2
Data Structures,4852,2,251,10,10,84,1,18
Anatomy,1251,2,34,14,8,32,16,1
Biochemistry,4454,11,176,2,6,60,5,15
Geography,4668,8,347,13,2,98,15,1
Compiler Design,3555,8,410,4,6,52,30,4
Management Accounting,1747,14,476,7,2,55,17,1
Corporate Finance,2545,12,174,8,10,89,25,6
Mathematics,3705,13,97,7,2,39,18,1
Biochemistry,2880,4,114,14,5,97,29,1
Management Accounting,792,1,49,6,2,48,14,2
Mathematics,1877,4,213,8,8,72,29,3
Science,1525,5,57,12,2,47,14,1
Chemistry,2908,6,285,4,2,63,29,1
English,318,14,210,9,10,79,4,12
Machine Learning,1772,7,106,4,7,66,7,12
Auditing,3404,13,186,13,1,36,3,1
Biology,3668,4,200,6,5,61,24,4
Microbiology,4254,12,376,11,8,64,13,7
Management Accounting,388,6,419,8,1,42,16,1
Computer Networks,3047,12,469,11,10,64,12,9
Chemistry,1453,12,80,1,8,99,15,13
Physics,4410,4,436,5,8,100,6,19
Cost Accounting,2602,13,358,5,3,60,18,4
DBMS,4487,5,253,5,6,37,20,7
Pathology,4086,13,172,10,5,68,13,4
Software Engineering,757,7,280,6,3,50,26,1
Management Accounting,2900,14,141,14,10,37,28,1
History,1637,11,124,6,8,57,10,10
Compiler Design,667,12,147,9,7,94,30,1
Geography,806,13,248,1,3,57,21,4
Compiler Design,4954,14,56,7,3,39,28,1
Pharmacology,727,7,210,6,1,52,4,5
Social Studies,4073,15,227,11,2,74,28,1
Physics,3008,9,350,5,6,78,24,5
Pharmacology,3413,8,475,14,2,98,30,1
English,665,13,220,9,5,35,10,3
Science,2130,7,416,2,1,38,29,1
Science,3146,15,285,5,8,93,7,14
Management Accounting,2509,4,214,10,7,72,16,6
Corporate Finance,2654,12,65,9,6,49,4,8
Operating Systems,3424,10,46,12,10,76,0,12
Mathematics,2832,4,386,13,8,67,12,8
DBMS,3548,9,184,12,9,88,6,10
Software Engineering,2457,9,49,9,10,79,6,12
Mathematics,2450,3,80,1,6,99,4,16
Pathology,3121,8,267,7,10,92,0,18
Management Accounting,2971,2,285,5,3,94,18,8
Pathology,707,4,108,8,7,97,24,3
History,727,3,174,2,4,46,28,3
Biochemistry,911,11,268,4,1,74,5,7
Auditing,3560,3,432,2,7,67,11,18
Auditing,1203,2,166,9,1,81,22,1
Pathology,3595,1,98,5,9,35,28,7
History,338,9,404,7,5,55,27,1
Physics,1889,1,356,13,7,67,18,9
Economics,2413,13,239,9,4,44,16,1
Physics,3676,12,59,13,7,85,3,8
Biology,1391,4,115,5,4,75,10,8
Mathematics,4825,3,164,5,8,38,27,6
Physics,3891,12,132,11,8,92,16,6
Physics,2631,1,440,2,7,81,5,26
Machine Learning,633,3,233,14,2,51,7,1
Cost Accounting,1722,9,285,1,8,55,20,11
Cyber Security,3661,4,112,1,6,98,10,15
Auditing,4322,13,120,11,5,40,27,1
Science,1876,6,328,11,3,52,29,1
History,2205,8,304,7,6,31,7,9
DBMS,1915,5,251,13,3,89,27,1
Biochemistry,3324,10,390,10,5,63,20,2
Artificial Intelligence,3967,8,150,9,8,32,5,10
Artificial Intelligence,4543,2,181,5,1,76,22,3
Geography,3081,8,441,12,6,100,23,2
Financial Accounting,392,9,198,12,4,45,6,2
Pharmacology,1628,5,110,6,7,71,0,14
Data Structures,1010,14,221,6,10,100,30,5
History,2647,4,322,6,5,32,8,10
Management Accounting,4549,11,31,10,4,38,11,3
Pharmacology,2353,8,168,11,3,31,21,1
Auditing,2030,12,148,14,4,52,1,3
Physiology,1015,9,472,1,9,41,26,9
History,1378,7,188,3,6,91,20,8
Hindi,3544,9,432,13,10,93,19,6
Auditing,3513,2,105,8,4,42,6,7
Cost Accounting,587,8,400,11,3,56,22,1
Pharmacology,3803,15,195,5,10,66,23,9
Hindi,923,2,82,14,3,57,5,1
Data Structures,2581,9,280,12,9,97,20,5
Pathology,2240,10,101,2,5,95,27,5
Mathematics,3000,6,453,4,7,40,7,14
Management Accounting,1796,15,337,4,5,41,18,5
Financial Accounting,4551,15,463,12,9,52,19,5
Operating Systems,3187,15,89,13,1,76,19,1
Anatomy,4602,5,166,1,1,75,5,12
Auditing,2088,10,127,6,3,59,5,7
Operating Systems,1731,14,225,8,1,67,9,2
Financial Accounting,4901,2,368,12,5,55,8,10
Management Accounting,2193,14,133,12,10,48,21,2
Microbiology,4092,8,398,11,10,30,0,14
Machine Learning,4907,7,118,10,6,79,5,9
Science,3006,1,151,2,10,43,27,12
Anatomy,3430,13,311,10,7,62,10,7
Anatomy,2806,9,473,4,6,66,22,7
Artificial Intelligence,3022,12,143,3,1,32,25,1
Machine Learning,1373,9,185,5,4,40,29,1
Chemistry,2544,6,225,10,7,83,12,7
Computer Networks,4420,5,239,2,1,42,25,2
Microbiology,3305,4,202,8,3,96,22,2
Anatomy,1091,10,389,2,3,57,4,11
Corporate Finance,510,15,225,14,8,44,1,6
Mathematics,679,10,459,4,2,32,16,3
Economics,4508,14,193,1,8,57,26,9
English,2138,14,33,9,5,93,7,6
History,2133,5,323,12,5,65,4,7
Social Studies,3796,2,64,5,7,86,29,4
Biochemistry,2070,4,460,13,8,86,8,10
Economics,323,7,210,14,8,45,9,4
Physics,769,1,399,14,1,78,21,2
Financial Accounting,3325,14,427,7,7,64,30,2
Biochemistry,2867,3,50,8,10,70,26,5
Financial Accounting,4207,8,274,5,6,51,29,3
Auditing,554,12,424,4,1,100,2,9
Computer Networks,1398,9,445,10,8,75,21,4
Software Engineering,549,4,276,1,5,75,25,7
Microbiology,4439,1,423,11,6,75,15,14
Auditing,1565,11,443,8,6,39,0,11
Physics,3284,9,221,8,9,74,18,8
Machine Learning,1968,2,449,5,9,53,9,19
Pathology,4495,1,132,3,10,82,0,23
Management Accounting,3351,14,74,11,2,81,15,1
Financial Accounting,4952,2,373,7,7,71,3,19
Physiology,4619,14,403,3,9,100,23,12
Auditing,1772,6,77,4,2,34,17,2
English,1115,3,169,7,4,48,21,2
Cost Accounting,4826,9,143,6,6,74,24,4
Data Structures,2336,15,77,14,1,32,15,1
Chemistry,4645,15,330,11,9,32,10,8
Hindi,1505,5,277,10,2,90,15,1
Machine Learning,3617,5,239,9,9,41,19,7
English,1964,15,347,7,7,51,2,12
Mathematics,1517,10,475,10,4,53,6,6
Biology,2599,4,165,14,5,39,13,1
Chemistry,673,1,460,3,3,76,22,13
Physics,1274,7,270,14,9,93,19,3
Financial Accounting,4788,15,106,13,1,82,6,1
Physiology,358,11,241,3,1,81,19,2
Financial Accounting,3974,2,352,13,7,99,28,4
Machine Learning,3312,11,115,4,10,88,2,18
Physiology,878,5,120,5,9,46,7,13
Pharmacology,2929,1,166,8,4,72,2,12
Hindi,2731,1,383,13,5,73,5,13
Corporate Finance,4828,13,258,11,1,50,17,1
Cost Accounting,312,4,191,10,3,49,27,1
Pharmacology,806,5,46,3,7,62,22,6
Biology,4568,4,136,2,7,74,15,13
Computer Networks,2446,2,384,3,6,70,13,16
Physics,2261,1,182,11,8,92,20,7
DBMS,3528,3,253,10,3,80,24,1
Science,2537,11,364,13,10,71,1,12
Auditing,3618,11,34,3,4,86,28,2
Science,3028,3,370,11,7,44,2,12
Pharmacology,2866,8,95,14,4,55,15,1
Cyber Security,535,5,234,3,9,38,30,5
Management Accounting,3212,1,356,2,7,78,24,16
Cyber Security,952,5,359,14,5,80,16,1
Anatomy,3019,2,454,1,9,69,3,26
Pathology,1977,4,401,4,3,91,13,10
Biochemistry,4487,3,263,11,6,69,5,10
Corporate Finance,502,14,74,9,10,96,21,5
History,1747,7,130,6,9,31,30,2
Auditing,4955,1,227,1,3,76,4,19
Hindi,1245,11,146,13,6,75,8,3
Chemistry,1813,5,200,13,1,59,5,1
Mathematics,4217,8,156,7,1,73,16,2
Management Accounting,2219,5,323,9,7,32,3,11
English,3005,10,413,7,2,66,19,2
Mathematics,1253,10,187,7,5,100,11,7
Economics,724,15,402,7,1,77,30,1
Cyber Security,741,3,424,2,3,96,8,14
English,3689,6,273,3,1,60,21,3
Auditing,4967,5,312,7,4,82,19,6
Microbiology,4996,8,203,4,5,100,24,6
Mathematics,2145,2,88,13,5,40,6,3
Hindi,1252,6,369,4,9,50,20,10
Science,4680,8,179,4,3,91,8,10
Cyber Security,1054,2,31,7,4,69,21,1
Machine Learning,1765,11,366,5,6,54,13,8
Chemistry,2469,10,358,14,4,30,27,1
Corporate Finance,710,14,343,8,6,51,1,10
Pharmacology,1472,12,367,9,1,38,10,1
Microbiology,3615,2,222,9,1,83,6,7
Machine Learning,1185,4,119,1,9,73,2,19
English,3864,13,204,11,8,96,2,11
Algorithms,2633,6,151,7,2,95,22,1
Management Accounting,4877,8,454,11,7,56,9,9
Management Accounting,1598,1,53,12,10,50,25,2
Microbiology,3342,5,239,12,8,64,11,7
Mathematics,3979,4,119,3,8,36,9,14
English,1435,6,395,8,9,100,19,9
Mathematics,4778,11,403,11,4,85,25,1
Science,2365,3,112,9,8,77,21,5
Anatomy,1196,3,355,12,1,36,29,1
Compiler Design,1544,13,448,1,3,33,22,4
Social Studies,2310,9,82,8,6,62,2,10
Corporate Finance,2507,7,165,8,9,91,21,7
Geography,554,13,368,9,8,34,0,11
Auditing,4738,1,263,13,10,78,28,7
Data Structures,2434,14,241,8,3,93,9,5
Auditing,3928,9,114,14,4,57,8,1
Physiology,406,10,403,14,8,95,10,5
Chemistry,4562,13,74,10,8,77,9,9
Corporate Finance,2969,12,282,6,10,48,9,13
DBMS,3935,12,179,13,1,62,3,1
Mathematics,3939,11,148,8,8,62,16,7
Artificial Intelligence,1349,12,308,14,6,96,26,1
Economics,4228,3,261,9,6,85,22,5
Economics,3275,4,285,5,3,78,0,13
Financial Accounting,3242,7,195,10,2,75,5,5
Cyber Security,1013,10,69,6,4,88,12,5
English,2436,10,300,2,5,87,1,16
Machine Learning,4659,9,141,6,2,84,9,7
Auditing,2357,13,439,12,3,48,8,2
Physics,1480,3,454,6,7,49,17,11
English,1651,12,453,12,6,78,3,8
Mathematics,4825,13,57,13,9,57,28,1
Operating Systems,473,7,179,10,10,34,17,5
Geography,4104,12,163,14,6,36,9,2
Pharmacology,1108,1,234,10,5,70,2,12
Auditing,539,13,288,12,7,66,10,4
Biochemistry,3053,5,324,8,2,49,14,3
Physics,3558,10,476,7,10,84,12,14
Operating Systems,4790,9,212,6,7,93,19,8
Physiology,4583,11,475,13,1,81,29,1
Chemistry,3699,5,212,12,9,64,11,8
Auditing,3196,9,350,9,4,86,15,4
Operating Systems,3392,5,165,6,8,48,12,10
Anatomy,1366,12,346,6,5,78,3,11
Corporate Finance,2013,2,163,12,3,76,14,1
History,1014,1,300,14,2,69,13,3
Mathematics,3637,9,116,14,7,74,7,5
Machine Learning,4481,6,325,13,2,55,8,2
Machine Learning,1811,8,195,6,1,77,19,1
Cost Accounting,2022,10,104,2,9,78,6,16
Compiler Design,4602,5,250,12,2,33,20,1
Data Structures,2251,14,159,12,7,40,3,7
Microbiology,1432,9,365,3,4,70,14,8
Cost Accounting,3848,12,311,12,8,82,5,9
Auditing,1883,5,42,6,7,41,13,7
English,4360,10,392,4,5,56,30,3
Financial Accounting,1958,6,106,12,9,32,17,3
Mathematics,1162,9,438,14,9,67,29,1
Corporate Finance,1086,8,321,8,3,100,15,3
Auditing,2401,14,298,2,4,39,1,13
Auditing,3837,5,423,4,4,81,30,4
Hindi,2506,11,252,1,4,99,17,9
Financial Accounting,1698,13,209,6,4,56,29,1
Biochemistry,1477,5,84,6,2,42,4,6
English,3919,13,153,11,10,38,26,2
Economics,952,7,59,13,1,85,6,1
Physics,525,1,46,9,10,100,29,3
Software Engineering,360,15,389,3,6,100,2,15
Pathology,4264,4,297,14,6,36,29,1
Pharmacology,2465,1,304,9,4,30,5,12
Microbiology,1703,12,296,11,5,43,12,2
Computer Networks,1647,8,423,8,5,31,1,10
Machine Learning,2911,1,135,5,10,54,17,13
Physics,3286,13,182,11,2,87,1,5
Science,721,6,135,4,10,30,2,16
Artificial Intelligence,1603,15,218,13,3,73,1,3
English,412,6,52,10,1,63,21,1
English,4665,9,130,8,6,69,7,9
Microbiology,2165,14,296,13,2,58,1,3
Chemistry,2438,3,188,10,6,47,10,6
Physics,3829,15,383,5,2,59,18,3
Physiology,4513,4,65,2,7,50,10,13
Physics,2029,6,369,5,1,83,20,3
Artificial Intelligence,1959,3,230,13,5,90,0,9
Corporate Finance,2596,13,348,9,2,95,0,8
Compiler Design,965,11,91,7,10,71,21,6
Computer Networks,2152,14,446,13,8,60,20,1
Physiology,1126,14,457,12,4,44,0,5
Corporate Finance,1258,4,332,11,3,67,8,4
DBMS,1324,1,133,11,1,90,30,1
Data Structures,1299,4,379,3,8,64,11,15
History,4578,2,336,5,5,90,21,11
Biochemistry,786,3,235,11,5,71,8,6
Software Engineering,2000,15,322,6,6,66,26,2
Auditing,2350,10,47,3,2,78,26,1
English,4587,9,191,1,1,59,29,1
History,3843,12,476,10,7,66,6,10
Pathology,2227,5,185,10,6,42,2,9
Financial Accounting,2046,10,39,4,3,78,18,4
Management Accounting,2609,6,173,14,5,70,14,1
Mathematics,2501,11,207,1,3,98,20,7
Compiler Design,866,10,278,14,6,58,11,1
Algorithms,783,9,381,14,9,69,25,1
Biology,1192,9,236,4,2,52,21,1
Management Accounting,3235,9,152,11,3,50,28,1
Machine Learning,2194,10,88,6,10,31,16,9
Economics,3780,11,471,10,2,59,6,5
Operating Systems,3137,15,48,10,5,62,29,1
English,3663,5,371,3,10,62,13,17
DBMS,3746,6,126,12,9,59,23,2
Anatomy,3657,11,363,10,8,62,16,6
Biology,969,1,426,11,8,94,30,9
Anatomy,4219,14,242,9,2,40,0,6
Cyber Security,862,7,87,4,5,92,4,11
DBMS,422,4,338,14,5,48,27,1
Compiler Design,1294,15,78,3,4,81,1,12
English,2554,9,337,6,5,43,17,5
DBMS,3479,13,272,2,8,57,5,16
Physiology,3434,7,308,10,5,51,12,5
English,4357,6,240,11,6,52,2,9
Physiology,2275,5,346,5,2,36,26,1
Mathematics,4257,6,408,6,7,82,4,16
Biochemistry,1362,10,352,14,8,67,18,1
Management Accounting,384,13,54,10,10,62,24,2
Artificial Intelligence,3531,7,348,7,5,60,3,11
Microbiology,4764,10,125,4,7,44,28,4
Operating Systems,4146,8,363,10,8,68,30,2
Algorithms,3334,4,300,4,7,31,19,9
Software Engineering,997,15,474,1,9,48,19,12
Management Accounting,315,14,62,2,6,77,16,8
Science,3396,5,418,6,8,83,14,13
History,3712,1,289,4,2,79,20,10
Algorithms,2541,5,377,5,9,66,6,16
Science,2889,11,380,7,5,82,17,6
Data Structures,4844,3,75,10,7,92,29,1
Management Accounting,3865,9,290,10,7,58,0,12
Mathematics,3743,10,401,14,4,71,7,3
Operating Systems,2511,3,248,5,2,46,21,3
English,4546,7,37,7,7,60,1,13
Chemistry,4182,8,120,2,3,44,4,11
Chemistry,2862,9,157,3,4,70,26,3
Computer Networks,802,6,379,5,3,96,21,4
Anatomy,3227,4,149,13,8,77,5,9
Chemistry,4353,7,419,6,3,50,11,8
Chemistry,4302,7,366,12,3,85,26,1
Operating Systems,4884,13,328,4,10,42,13,14
English,3114,8,205,9,4,37,12,3
Pharmacology,3864,5,51,1,10,65,22,12
English,2911,6,256,6,7,97,16,9
Pathology,3039,12,226,3,9,64,20,10
Auditing,2864,5,471,13,6,83,11,7
Chemistry,2921,7,442,11,10,78,7,12
Cost Accounting,2118,11,315,7,10,95,13,12
Compiler Design,4709,14,454,13,9,68,0,12
Data Structures,1328,4,154,11,9,83,22,4
